Cable_Name,IL_10MHz,IL_50MHz,IL_100MHz,IL_500MHz,IL_1000MHz,IL_5000MHz,DataRate(Mbps),preW,mainW,postW,dpre,dpost,Rdrv,eyeSNR
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.6,700,1.822147
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.6,1100,1.820566
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.8,300,1.815496
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.8,700,1.821737
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.8,1100,1.820828
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.2,300,1.816739
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.2,700,1.82247
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.2,1100,1.827817
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.4,300,1.817012
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.4,700,1.824872
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.4,1100,1.821983
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.6,0.6,300,1.816955
